ADDRESS,STREET_NAME,POSTCODE,SALE_PRICE,HOUSE_TYPE,FREEHOLD/LEASEHOLD,RES_NEW/OLD,SALE_DATE,BEDROOMS,STATIONDIST_MILES
27 Northweald Lane, ,KT2 5GN,930000,Detached, Freehold, Residential,01-Jul-15,4,1
17 Cobham Road, ,KT1 3AE,855000,Detached, Freehold, Residential,01-Jul-15,4,0.1
4 Petersgate, Warren Road ,KT2 7HY,2600000,Detached, Freehold, Residential (New Build),01-Jun-15,,
3 Petersgate, Warren Road ,KT2 7HY,2625000,Detached, Freehold, Residential (New Build),01-Jun-15,,
35 Burton Road, ,KT2 5TG,1030000,Detached, Freehold, Residential,01-Jun-15,3,0.4
53 Staunton Road, ,KT2 5TN,710000,Detached, Freehold, Residential,01-Jun-15,3,0.6
Morton House Coombe Park, ,KT2 7JB,4400000,Detached, Freehold, Residential,01-Jun-15,7,1.3
2 Minerva Road, ,KT1 2QA,1200000,Detached, Freehold, Residential,01-Jun-15,,
4 Gatehouse Close, ,KT2 7PA,1220000,Detached, Freehold, Residential,01-May-15,4,0.6
Maybury Cottage Coombe Hill Road, ,KT2 7DY,1750000,Detached, Freehold, Residential,01-May-15,4,1
31 Tudor Road, ,KT2 6AS,953000,Detached, Freehold, Residential,01-May-15,3,0.5
25 Glenthorne Road, ,KT1 2UB,805000,Detached, Freehold, Residential,01-May-15,3,0.7
The Brass Bell Warren Road, ,KT2 7HR,1975000,Detached, Freehold, Residential,01-May-15,5,0.9
91 Canbury Avenue, ,KT2 6JR,1027500,Detached, Freehold, Residential,01-Apr-15,5,0.4
8 Minerva Road, ,KT1 2QA,1020000,Detached, Freehold, Residential,01-Apr-15,5,0.4
82 Coombe Lane West, ,KT2 7DA,1630000,Detached, Freehold, Residential,01-Apr-15,4,0.5
8 Caversham Road, ,KT1 2PX,655000,Detached, Freehold, Residential,01-Apr-15,3,0.3
18 Clifton Road, ,KT2 6PH,875000,Detached, Freehold, Residential,01-Apr-15,4,0.3
2 Petersgate Warren Road, ,KT2 7HY,2750000,Detached, Freehold, Residential (New Build),01-Apr-15,,
2 Petersgate, Warren Road ,KT2 7HY,2750000,Detached, Freehold, Residential (New Build),01-Apr-15,,
Mowbray Coombe Hill Road, ,KT2 7DU,4150000,Detached, Freehold, Residential,01-Apr-15,6,1
18 Upper Park Road, ,KT2 5LD,1900000,Detached, Freehold, Residential,01-Apr-15,5,0.7
21 Upper Park Road, ,KT2 5LB,1450000,Detached, Freehold, Residential,01-Apr-15,,
5 Caversham Road, ,KT1 2PU,682500,Detached, Freehold, Residential,01-Apr-15,3,0.3
12 Woodside Road, ,KT2 5AT,1125000,Detached, Freehold, Residential,01-Apr-15,4,0.4
12 Upper Park Road, ,KT2 5LD,1658300,Detached, Freehold, Residential,01-Apr-15,4,0.7
1 Petersgate, Warren Road ,KT2 7HY,2750000,Detached, Freehold, Residential (New Build),01-Mar-15,,
7 Park Farm Road, ,KT2 5TQ,1385000,Detached, Freehold, Residential,01-Mar-15,4,0.5
45 Latchmere Road, ,KT2 5TP,1490000,Detached, Freehold, Residential,01-Mar-15,,
17 Chatham Road, ,KT1 3AB,775000,Detached, Freehold, Residential,01-Mar-15,3,0.2
8 Coombe Rise, ,KT2 7EX,1880000,Detached, Freehold, Residential,01-Feb-15,5,0.4
82 Kings Road, ,KT2 5HS,950000,Detached, Freehold, Residential,01-Feb-15,5,0.3
36 Kings Road, ,KT2 5HS,930000,Detached, Freehold, Residential,01-Feb-15,4,0.3
222a Park Road, ,KT2 5LS,695000,Detached, Freehold, Residential,01-Feb-15,4,1
14 Caversham Road, ,KT1 2PX,720000,Detached, Freehold, Residential,01-Feb-15,3,0.3
17 Chatham Road, ,KT1 3AB,775000,Detached, Freehold, Residential,01-Mar-15,3,
8 Coombe Rise, ,KT2 7EX,1880000,Detached, Freehold, Residential,01-Feb-15,5,
82 Kings Road, ,KT2 5HS,950000,Detached, Freehold, Residential,01-Feb-15,5,
36 Kings Road, ,KT2 5HS,930000,Detached, Freehold, Residential,01-Feb-15,4,
222a Park Road, ,KT2 5LS,695000,Detached, Freehold, Residential,01-Feb-15,4,
14 Caversham Road, ,KT1 2PX,720000,Detached, Freehold, Residential,01-Feb-15,3,
181 Richmond Road, ,KT2 5DD,1294000,Detached, Freehold, Residential,01-Feb-15,5,0.6
75 Staunton Road, ,KT2 5TN,782500,Detached, Freehold, Residential,01-Jan-15,3,0.6
27 Cranes Park Avenue, Surbiton,KT5 8BS,870000,Detached, Freehold, Residential,01-Jan-15,,
90 Park Road, ,KT2 5JZ,1225000,Detached, Freehold, Residential,01-Jan-15,4,0.7
14 Park Road, ,KT2 6BG,810000,Detached, Freehold, Residential,01-Jan-15,5,0.2
15b St Albans Road, ,KT2 5HQ,1238000,Detached, Freehold, Residential,01-Jan-15,,
49 Chesham Road, ,KT1 3AG,750000,Detached, Freehold, Residential,01-Jan-15,3,0.2
Coombe Oak Coombe Wood Road, ,KT2 7JY,2100000,Detached, Freehold, Residential,01-Dec-14,5,5.3
3 Winchester Close, ,KT2 7JJ,1175000,Detached, Freehold, Residential,01-Dec-14,5,0.6
2 Brook Gardens, ,KT2 7ET,1450000,Detached, Freehold, Residential,01-Dec-14,4,0.4
Douglas Cottage Coombe End, ,KT2 7DQ,1782000,Detached, Freehold, Residential,01-Dec-14,,
114 Lower Ham Road, ,KT2 5BD,1600114,Detached, Freehold, Residential,01-Dec-14,,
Caron Coombe Ridings, ,KT2 7JT,2100000,Detached, Freehold, Residential,01-Dec-14,5,1.1
63 Richmond Park Road, ,KT2 6AQ,880000,Detached, Freehold, Residential,01-Nov-14,4,0.3
6 High Coombe Place, ,KT2 7HH,2950000,Detached, Freehold, Residential,01-Nov-14,,
9 Palmer Crescent, ,KT1 2QT,715000,Detached, Freehold, Residential,01-Nov-14,3,0.4
Hedone Ballard Close, ,KT2 7PG,2850000,Detached, Freehold, Residential,01-Nov-14,5,0.8
6 Glenville Road, ,KT2 6DD,968000,Detached, Freehold, Residential,01-Nov-14,,
17 Park Farm Road, ,KT2 5TQ,1200000,Detached, Freehold, Residential,01-Nov-14,5,0.5
103 Shortlands Road, ,KT2 6HF,807500,Detached, Freehold, Residential,01-Nov-14,3,0.6
53 Gloucester Road, ,KT1 3QZ,920000,Detached, Freehold, Residential,01-Nov-14,5,0.2
2b Grove Lane, ,KT1 2SU,998500,Detached, Freehold, Residential,01-Nov-14,4,0.7
2 Fairlawn Close, ,KT2 7JW,1300000,Detached, Freehold, Residential,01-Nov-14,6,0.9
40 Richmond Park Road, ,KT2 6AH,770000,Detached, Freehold, Residential,01-Nov-14,,
Athena Coombe End, ,KT2 7DQ,7100000,Detached, Freehold, Residential,01-Nov-14,5,0.9
4 Minerva Road, ,KT1 2QA,955000,Detached, Freehold, Residential,01-Nov-14,,
Culmpine Beverley Lane, ,KT2 7EE,2500000,Detached, Freehold, Residential,01-Nov-14,5,1
84 Coombe Lane West, ,KT2 7DB,1160000,Detached, Freehold, Residential,01-Nov-14,4,0.6
7 Caversham Road, ,KT1 2PU,690000,Detached, Freehold, Residential,01-Oct-14,3,0.3
2 Fairfield Place, ,KT1 2RH,700000,Detached, Freehold, Residential,01-Oct-14,3,0.5
91 Latchmere Road, ,KT2 5TU,725000,Detached, Freehold, Residential,01-Oct-14,3,0.8
15 Geneva Road, ,KT1 2TW,845000,Detached, Freehold, Residential,01-Oct-14,4,0.7
6 The Drive, ,KT2 7NY,3200039,Detached, Freehold, Residential,01-Sep-14,5,0.6
Fernbank Renfrew Road, ,KT2 7NT,6250000,Detached, Freehold, Residential,01-Sep-14,7,0.7
1 Craven Road, ,KT2 6LW,869950,Detached, Freehold, Residential,01-Sep-14,,
3 Beverley Lane, ,KT2 7EE,1400000,Detached, Freehold, Residential,01-Sep-14,4,1
8 Devey Close, ,KT2 7DZ,2560000,Detached, Freehold, Residential,01-Sep-14,6,0.9
34 Canbury Avenue, ,KT2 6JP,889950,Detached, Freehold, Residential,01-Sep-14,3,0.3
11 Coombe Neville, ,KT2 7HW,2300000,Detached, Freehold, Residential,01-Sep-14,5,0.8
88 Clifton Road, ,KT2 6PN,900000,Detached, Freehold, Residential,01-Sep-14,3,0.4
54 Richmond Park Road, ,KT2 6AH,1840000,Detached, Freehold, Residential,01-Aug-14,5,0.3
72 Villiers Avenue, Surbiton,KT5 8BH,765000,Detached, Freehold, Residential,01-Aug-14,4,0.6
Kylemore House Warren Cutting, ,KT2 7HS,7152000,Detached, Freehold, Residential,01-Aug-14,,
2 Raphael Close, ,KT1 2GA,860000,Detached, Freehold, Residential,01-Aug-14,4,0.5
28 Elm Road, ,KT2 6HP,710000,Detached, Freehold, Residential,01-Aug-14,,
The Coach House63, Lower Kings Road ,KT2 5JA,645000,Detached, Freehold, Residential,01-Aug-14,,
7 Geneva Road, ,KT1 2TW,1150000,Detached, Freehold, Residential,01-Aug-14,5,0.7
7 Brook Gardens, ,KT2 7ET,2000000,Detached, Freehold, Residential,01-Aug-14,5,0.4
9a Fairfield West, ,KT1 2NR,875000,Detached, Freehold, Residential,01-Aug-14,4,0.3
27 Wilmer Close, ,KT2 5LX,520000,Detached, Freehold, Residential,01-Jul-14,2,1.1
2 Southwood Avenue, ,KT2 7HD,1275000,Detached, Freehold, Residential,01-Jul-14,,
20 Thorpe Road, ,KT2 5EU,880000,Detached, Freehold, Residential,01-Jul-14,4,0.4
125 Coombe Lane West, ,KT2 7HF,2250000,Detached, Freehold, Residential,01-Jul-14,7,0.9
24 Woodside Road, ,KT2 5AT,1000000,Detached, Freehold, Residential,01-Jul-14,4,0.4
50 Kelvedon Close, ,KT2 5LF,795000,Detached, Freehold, Residential,01-Jun-14,4,0.8
11 Riverside Close, ,KT1 2JG,1295000,Detached, Freehold, Residential,01-Jun-14,5,0.6
39a Acre Road, ,KT2 6EF,499950,Detached, Freehold, Residential,01-Jun-14,2,0.2
75 Canbury Avenue, ,KT2 6JR,850000,Detached, Freehold, Residential,01-Jun-14,3,0.4
1 Durlston Road, ,KT2 5RR,1472500,Detached, Freehold, Residential,01-Jun-14,5,0.7
5 Edgecoombe Close, ,KT2 7HP,2900000,Detached, Freehold, Residential,01-Jun-14,6,0.9
22 Park Farm Road, ,KT2 5TQ,920000,Detached, Freehold, Residential,01-Jun-14,,
7 Oakhurst Close, ,KT2 5EQ,999950,Detached, Freehold, Residential (New Build),01-Jun-14,4,1
20 Henley Drive, ,KT2 7EB,1450000,Detached, Freehold, Residential,01-Jun-14,,
124 Coombe Lane West, ,KT2 7DD,970000,Detached, Freehold, Residential,01-May-14,3,0.8
56 Cobham Road, ,KT1 3AF,780000,Detached, Freehold, Residential,01-Apr-14,3,0.2
2 Tangmere Grove, ,KT2 5GT,850000,Detached, Freehold, Residential,01-Apr-14,4,1
18 Chatham Road, ,KT1 3AA,730500,Detached, Freehold, Residential,01-Apr-14,3,0.2
28 Caversham Road, ,KT1 2PX,684000,Detached, Freehold, Residential,01-Apr-14,3,0.3
22 Wilmer Close, ,KT2 5LX,695000,Detached, Freehold, Residential,01-Apr-14,3,1.1
5 Brook Gardens, ,KT2 7ET,2000000,Detached, Freehold, Residential,01-Apr-14,4,0.4
3 Hardings Close, ,KT2 6DR,635000,Detached, Freehold, Residential,01-Mar-14,3,0.3
1 Minerva Road, ,KT1 2QA,900000,Detached, Freehold, Residential,01-Mar-14,,
86 Latchmere Road, ,KT2 5TT,915000,Detached, Freehold, Residential,01-Mar-14,4,0.7
50 Richmond Park Road, ,KT2 6AH,970000,Detached, Freehold, Residential,01-Mar-14,3,0.3
29 Glenthorne Road, ,KT1 2UB,730000,Detached, Freehold, Residential,01-Mar-14,,
19 Albion Road, ,KT2 7BZ,1550000,Detached, Freehold, Residential,01-Mar-14,5,0.5
17 Dickerage Road, ,KT1 3SP,1200000,Detached, Freehold, Residential,01-Mar-14,5,0.4
42 Elm Road, ,KT2 6HP,635000,Detached, Freehold, Residential,01-Mar-14,,
137 Coombe Lane West, ,KT2 7HF,1480000,Detached, Freehold, Residential,01-Mar-14,4,0.9
79 Kingston Hill, ,KT2 7PX,950000,Detached, Freehold, Residential,01-Mar-14,,
Beech House Coombe Hill Road, ,KT2 7DU,4250000,Detached, Freehold, Residential,01-Feb-14,6,1
Garden Cottage Kingston Hill, ,KT2 7JX,1450000,Detached, Freehold, Residential,01-Feb-14,4,1.7
2h Glamorgan Road, ,KT1 4HP,995000,Detached, Freehold, Residential,01-Feb-14,3,0.2
Flat 47 Garricks House, Wadbrook Street ,KT1 1HS,700000,Flat, Leasehold, Residential,01-Dec-18,2,0.4
Flat 1 Stevens House, Jerome Place ,KT1 1HX,362500,Flat, Leasehold, Residential,01-Dec-18,1,0.3
12 Brooklands Court, Surbiton Road ,KT1 2HE,335000,Flat, Leasehold, Residential,01-Dec-18,,
22a Grove Close, ,KT1 2SS,363500,Flat, Leasehold, Residential,01-Dec-18,2,0.7
7 Avante Court, The Bittoms ,KT1 2AN,345000,Flat, Leasehold, Residential,01-Dec-18,,
Flat 24 Falconry Court,7 Fairfield South,KT1 2UR,400000,Flat, Leasehold, Residential,01-Dec-18,,
8 Thameside Place,26 Lower Teddington Road,KT1 4HE,870000,Flat, Leasehold, Residential,01-Dec-18,,
Flat 3 Westergate House, Portsmouth Road ,KT1 2NE,570000,Flat, Leasehold, Residential,01-Nov-18,2,0.5
Flat 6 Palace Mansions, Palace Road ,KT1 2JZ,525000,Flat, Leasehold, Residential,01-Nov-18,3,0.5
Flat 217, Uxbridge Road ,KT1 2LH,300000,Flat, Leasehold, Residential,01-Nov-18,,
Flat 53, Southsea Road ,KT1 2EH,266000,Flat, Leasehold, Residential,01-Nov-18,,
40 Vicarage Road, Hampton Wick ,KT1 4ED,470000,Flat, Leasehold, Residential,01-Nov-18,2,0.3
Flat 6 Uxbridge Court, Uxbridge Road ,KT1 2LJ,435000,Flat, Leasehold, Residential,01-Nov-18,2,0.5
Flat 3 Palace Mansions, Palace Road ,KT1 2JZ,470000,Flat, Leasehold, Residential,01-Nov-18,3,0.5
Flat 10 Caversham House, Lady Booth Road ,KT1 2UF,342500,Flat, Leasehold, Residential,01-Nov-18,2,0.2
2a Wren House, High Street Hampton Wick,KT1 4DP,250000,Flat, Leasehold, Residential,01-Oct-18,,
119 Villiers Road, ,KT1 3AY,435000,Flat, Leasehold, Residential,01-Oct-18,3,0.7
Flat 2 Pinkerton Court,3 Lambourn Grove,KT1 3SG,290000,Flat, Leasehold, Residential,01-Oct-18,,
22 St Johns Road, Hampton Wick ,KT1 4AN,475000,Flat, Leasehold, Residential,01-Oct-18,2,0.1
Flat 20 Agar House,3 Denmark Road,KT1 2RZ,345000,Flat, Leasehold, Residential,01-Oct-18,,
Flat 15 Anglesea House, Anglesea Road ,KT1 2ET,460000,Flat, Leasehold, Residential,01-Oct-18,2,0.6
Flat 6 The Sidings,1 Station Road,KT1 4HG,385000,Flat, Leasehold, Residential,01-Oct-18,,
Flat 113, Minerva Road ,KT1 2QA,470000,Flat, Leasehold, Residential,01-Sep-18,,
Flat C10, Beaufort Road ,KT1 2TQ,377000,Flat, Leasehold, Residential,01-Sep-18,2,0.6
24 Woffington Close, ,KT1 4EF,269999,Flat, Leasehold, Residential,01-Sep-18,1,0.3
56c Norbiton Avenue, ,KT1 3QR,195000,Flat, Leasehold, Residential,01-Sep-18,2,0.1
Flat B53, Chatham Road ,KT1 3AB,460000,Flat, Leasehold, Residential,01-Sep-18,2,0.2
Flat 103, Uxbridge Road ,KT1 2LH,267000,Flat, Leasehold, Residential,01-Sep-18,,
58b High Street, Hampton Wick ,KT1 4DB,235000,Flat, Leasehold, Residential,01-Sep-18,0,0.1
Flat 8 Weston Court, Grove Crescent ,KT1 2DQ,395000,Flat, Leasehold, Residential,01-Aug-18,2,0.5
1 Home Park Walk, ,KT1 2LQ,560000,Flat, Leasehold, Residential,01-Aug-18,3,0.5
23a High Street, Hampton Wick ,KT1 4DA,450000,Flat, Leasehold, Residential,01-Aug-18,2,0.1
Flat 65 Avante Court, The Bittoms ,KT1 2AN,450000,Flat, Leasehold, Residential,01-Aug-18,,
15 Kingsworthy Close, ,KT1 3ER,272000,Flat, Leasehold, Residential,01-Aug-18,1,0.5
Flat 100 Garricks House, Wadbrook Street ,KT1 1AZ,515000,Flat, Leasehold, Residential,01-Aug-18,2,0.4
Flat 10 Arundale, Anglesea Road ,KT1 2EL,630250,Flat, Leasehold, Residential,01-Aug-18,3,0.6
Flat 8 Arundale, Anglesea Road ,KT1 2EL,430000,Flat, Leasehold, Residential,01-Aug-18,2,0.6
12b Church Grove, ,KT1 4AL,650000,Flat, Leasehold, Residential,01-Aug-18,2,0.2
Flat 8 Chester House, Porchester Road ,KT1 3PP,335000,Flat, Leasehold, Residential,01-Aug-18,2,0.2
Flat 3 1a, Vicarage Road Hampton Wick,KT1 4EB,400000,Flat, Leasehold, Residential,01-Aug-18,,
3 Balmoral Road, ,KT1 2TY,290000,Flat, Leasehold, Residential,01-Aug-18,1,0.7
Flat 3 Stewart House,42 Villiers Road,KT1 3AR,357500,Flat, Leasehold, Residential,01-Jul-18,,
2e Glamorgan Road, ,KT1 4HP,540000,Flat, Leasehold, Residential,01-Jul-18,2,0.2
Flat 46, Springfield Road ,KT1 2SA,312000,Flat, Leasehold, Residential,01-Jul-18,,
Flat 212, Beaufort Road ,KT1 2TQ,500000,Flat, Leasehold, Residential,01-Jul-18,,
Flat 67 Garricks House, Wadbrook Street ,KT1 1HS,1270000,Flat, Leasehold, Residential,01-Jul-18,2,0.4
Flat 1 Palace Mansions, Palace Road ,KT1 2JZ,525000,Flat, Leasehold, Residential,01-Jul-18,3,0.5
Flat 14 Deerhurst, Wessex Close ,KT1 3RH,380000,Flat, Leasehold, Residential,01-Jul-18,3,0.1
56b Norbiton Avenue, ,KT1 3QR,395000,Flat, Leasehold, Residential,01-Jul-18,2,0.1
Flat 1a28, Knights Park ,KT1 2QN,330000,Flat, Leasehold, Residential,01-Jul-18,,
Flat 1a28, Knights Park ,KT1 2QN,330000,Flat, Leasehold, Residential,01-Jul-18,,
Flat 82 Avante Court, The Bittoms ,KT1 2AN,679950,Flat, Leasehold, Residential,01-Jun-18,,
Flat 4 1a, Vicarage Road Hampton Wick,KT1 4EB,380000,Flat, Leasehold, Residential,01-Jun-18,,
Flat J21, Uxbridge Road ,KT1 2LH,290000,Flat, Leasehold, Residential,01-Jun-18,,
Flat 112, Cedars Road Hampton Wick,KT1 4BE,485000,Flat, Leasehold, Residential,01-Jun-18,,
Flat 7 Tabard House,22 Upper Teddington Road,KT1 4DT,230000,Flat, Leasehold, Residential,01-Jun-18,,
Flat 2 1a, Vicarage Road Hampton Wick,KT1 4EB,400000,Flat, Leasehold, Residential,01-Jun-18,,
2 Douglas Villas, ,KT1 3BY,466000,Flat, Freehold, Residential,01-Jun-18,,
Flat 4 Grovelands, Palace Road ,KT1 2LE,392000,Flat, Leasehold, Residential,01-Jun-18,2,0.5
18b Warwick Road, ,KT1 4DW,370000,Flat, Leasehold, Residential,01-Jun-18,2,0.2
Flat 212, Cedars Road Hampton Wick,KT1 4BE,417000,Flat, Leasehold, Residential,01-May-18,,
179a Villiers Road, ,KT1 3BD,325000,Flat, Leasehold, Residential,01-May-18,1,0.6
Flat 3444, Kingston Road ,KT1 3PB,245000,Flat, Leasehold, Residential,01-May-18,,
78 High Street, Hampton Wick ,KT1 4DQ,419950,Flat, Leasehold, Residential,01-May-18,2,0.1
Flat 6 Wight House,5 Portsmouth Road,KT1 2LX,460000,Flat, Leasehold, Residential,01-May-18,,
Flat 2 Palace Mansions, Palace Road ,KT1 2JZ,495000,Flat, Leasehold, Residential,01-May-18,3,0.5
Flat 11 Wight House,5 Portsmouth Road,KT1 2LX,427500,Flat, Leasehold, Residential,01-May-18,,
19 Old Bridge Street, Hampton Wick ,KT1 4BU,480000,Flat, Leasehold, Residential,01-May-18,2,0.2
7 Marquis Court,4 Anglesea Road,KT1 2EN,440000,Flat, Leasehold, Residential,01-May-18,,
46 Penrhyn Gardens, ,KT1 2EG,345000,Flat, Leasehold, Residential,01-May-18,,
Flat 126, The Bittoms ,KT1 2AE,400000,Flat, Leasehold, Residential,01-May-18,,
Flat 9 Pyramid Court,99 Hawks Road,KT1 3DX,335000,Flat, Leasehold, Residential,01-May-18,,
Flat 12 Avante Court, The Bittoms ,KT1 2AN,540000,Flat, Leasehold, Residential,01-May-18,,
Flat D4, Cambridge Road ,KT1 3JX,347000,Flat, Leasehold, Residential,01-May-18,,
Flat 5 Milestone House, Surbiton Road ,KT1 2JB,395000,Flat, Leasehold, Residential,01-May-18,2,0.7
Flat 1 Lime Court, 200b Cambridge Road,KT1 3LT,320000,Flat, Leasehold, Residential,01-Apr-18,,
Flat 6 Grove Lodge,14 Church Grove,KT1 4AL,403000,Flat, Leasehold, Residential,01-Apr-18,,
Flat 4 Willow Court, Cambridge Road ,KT1 3LR,395000,Flat, Leasehold, Residential,01-Apr-18,,
Flat 93 Garricks House, Wadbrook Street ,KT1 1AZ,515000,Flat, Leasehold, Residential,01-Apr-18,2,0.4
Flat 6 Rutland Court, Palace Road ,KT1 2LA,465000,Flat, Leasehold, Residential,01-Apr-18,2,0.5
7 Becketts Place, Hampton Wick ,KT1 4EQ,645000,Flat, Leasehold, Residential,01-Apr-18,2,0.1
Flat 329, Orchard Road ,KT1 2QP,215000,Flat, Leasehold, Residential,01-Apr-18,,
Flat 47 Elder House,4 Water Lane,KT1 1AE,550000,Flat, Leasehold, Residential,01-Apr-18,,
Flat 2 Maryland Court,1 Lambourn Grove,KT1 3SE,336000,Flat, Leasehold, Residential,01-Apr-18,,
Flat 25 Springfield Court, Springfield Road ,KT1 2SB,273000,Flat, Leasehold, Residential,01-Apr-18,2,0.6
Flat 17 Stevens House, Jerome Place ,KT1 1HX,870000,Flat, Leasehold, Residential,01-Apr-18,3,0.3
Flat 432, Vicarage Road Hampton Wick,KT1 4ED,405000,Flat, Leasehold, Residential,01-Apr-18,,
4 Brewster Place, ,KT1 3SH,245000,Flat, Leasehold, Residential,01-Mar-18,1,0.5
31a Chesham Road, ,KT1 3AG,370000,Flat, Freehold, Residential,01-Mar-18,1,0.2
Flat 12 Pyramid Court,99 Hawks Road,KT1 3DX,351250,Flat, Leasehold, Residential,01-Mar-18,,
Flat 79 Avante Court, The Bittoms ,KT1 2AN,572500,Flat, Leasehold, Residential,01-Mar-18,,
Second Floor Flat17, Fassett Road ,KT1 2TD,302500,Flat, Leasehold, Residential,01-Mar-18,1,0.7
44 Kingsworthy Close, ,KT1 3ER,276500,Flat, Leasehold, Residential,01-Mar-18,1,0.5
Flat 3 Clyde House,93 Surbiton Road,KT1 2HW,250000,Flat, Leasehold, Residential,01-Mar-18,,
3 Lynwood Court,31 Gloucester Road,KT1 3RJ,332500,Flat, Leasehold, Residential,01-Feb-18,,
Flat 1 Kilrush Court,141 Bonner Hill Road,KT1 3HF,140000,Flat, Leasehold, Residential,01-Feb-18,,
Flat 18 Falconry Court,7 Fairfield South,KT1 2UR,360000,Flat, Leasehold, Residential,01-Feb-18,,
Flat 142, Beaufort Road ,KT1 2TG,500000,Flat, Leasehold, Residential,01-Feb-18,,
Flat 39 Park Court, Park Road Hampton Wick,KT1 4AX,399000,Flat, Leasehold, Residential,01-Feb-18,2,0.2
Flat 2 Marlowe House, Portsmouth Road ,KT1 2NY,348000,Flat, Leasehold, Residential,01-Feb-18,1,0.6
Flat 2 Grovelands, Palace Road ,KT1 2LE,415000,Flat, Leasehold, Residential,01-Jan-18,2,0.5
Flat 9 Link House,37 Lower Teddington Road,KT1 4HQ,330000,Flat, Leasehold, Residential,01-Jan-18,,
2 Bittoms Court, ,KT1 2AS,373000,Flat, Leasehold, Residential,01-Jan-18,2,0.5
Flat 24 Springfield Court, Springfield Road ,KT1 2SB,253000,Flat, Leasehold, Residential,01-Jan-18,1,0.6
Flat 2 Chandlers House,5 High Street,KT1 4DA,265000,Flat, Leasehold, Residential,01-Jan-18,,
Flat 3 Ceres Court,29 Fife Road,KT1 1SA,315000,Flat, Leasehold, Residential,01-Jan-18,,
Flat 36 Offers Court, Winery Lane ,KT1 3GQ,399950,Flat, Leasehold, Residential,01-Jan-18,2,0.5
Flat 7 Lime Court, 200b Cambridge Road,KT1 3LT,304000,Flat, Leasehold, Residential,01-Jan-18,,
Flat 7 Ravens House, Wadbrook Street ,KT1 1HR,735000,Flat, Leasehold, Residential,01-Jan-18,2,0.3
Flat 1 Woodstock Court,2 Lambourn Grove,KT1 3SF,319950,Flat, Leasehold, Residential,01-Jan-18,,
6 Grove Close, ,KT1 2SS,320000,Flat, Leasehold, Residential,01-Jan-18,2,0.7
Flat 2 Effingham Lodge, Surbiton Crescent ,KT1 2LN,380000,Flat, Leasehold, Residential,01-Dec-17,,
Flat 1 Chandlers House,5 High Street,KT1 4DA,242000,Flat, Leasehold, Residential,01-Dec-17,,
Flat 89 Garricks House, Wadbrook Street ,KT1 1HS,610000,Flat, Leasehold, Residential,01-Dec-17,2,0.4
18 Holyhead Court, Anglesea Road ,KT1 2ES,400000,Flat, Leasehold, Residential,01-Dec-17,,
Flat 3 Anglesea Lodge,28 Portsmouth Road,KT1 2ND,630000,Flat, Leasehold, Residential,01-Dec-17,,
Flat 40 Garricks House, Wadbrook Street ,KT1 1HS,875000,Flat, Leasehold, Residential,01-Dec-17,2,0.4
Flat 3 2a, Station Road Hampton Wick,KT1 4HG,235000,Flat, Leasehold, Residential,01-Dec-17,,
Flat B11, Palace Road ,KT1 2JY,420000,Flat, Leasehold, Residential,01-Dec-17,,
Flat 517, Uxbridge Road ,KT1 2LH,260000,Flat, Leasehold, Residential,01-Dec-17,,
35a Orchard Road, ,KT1 2QP,280000,Flat, Leasehold, Residential,01-Dec-17,,
157 Villiers Road, ,KT1 3BD,375000,Flat, Leasehold, Residential,01-Dec-17,2,0.6
58a High Street, Hampton Wick ,KT1 4DB,312000,Flat, Leasehold, Residential,01-Dec-17,,
